prodcom	prodcom_descr	cpa	cpa6	cpa6_descr	cpa5	cpa5_descr	class	class_descr	group	group_descr	division	division_descr	section	section_descr
07.10.10.10	Minerali di ferro e loro concentrati. Non agglomerati (escluse le piriti di ferro arrostite)	07.10.10	07.10.10	Minerali di ferro	07.10.1	Minerali di ferro	07.10	Minerali di ferro	07.1	Minerali di ferro	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.10.10.20	Minerali di ferro e loro concentrati. Agglomerati (escluse le piriti di ferro arrostite)	07.10.10	07.10.10	Minerali di ferro	07.10.1	Minerali di ferro	07.10	Minerali di ferro	07.1	Minerali di ferro	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.11.00	Minerali di rame e loro concentrati	07.29.11	07.29.11	Minerali di rame e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.12.00	Minerali di nichel e loro concentrati	07.29.12	07.29.12	Minerali di nichel e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.13.00	Minerali di alluminio e loro concentrati	07.29.13	07.29.13	Minerali di alluminio e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.14.10	Minerali di argento e loro concentrati	07.29.14	07.29.14	Minerali di metalli preziosi e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.14.20	Altri minerali di metalli preziosi e loro concentrati (esclusi minerali di argento e loro concentrati)	07.29.14	07.29.14	Minerali di metalli preziosi e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.15.10	Minerali di piombo e loro concentrati	07.29.15	07.29.15	Minerali di piombo, zinco e stagno e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.15.20	Minerali di zinco e loro concentrati	07.29.15	07.29.15	Minerali di piombo, zinco e stagno e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.15.30	Minerali di stagno e loro concentrati	07.29.15	07.29.15	Minerali di piombo, zinco e stagno e loro concentrati	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.05	Minerali di cobalto e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.10	Minerali di cromo e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.15	Minerali di manganese e loro concentrati, compresi i minerali manganesiferi ferruginosi e loro concentrati con tenore, in peso, di manganese di 20 % o più, sul prodotto secco	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.20	Minerali di tungsteno e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.25	Minerali di molibdeno e loro concentrati. Arrostiti	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.26	Minerali di molibdeno e loro concentrati. Non arrostiti	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.30	Minerali di titanio e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.35	Minerali di zirconio e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.40	Minerali di niobio, di tantalio o di vanadio e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.45	Minerali di antimonio e loro concentrati	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
07.29.19.90	Altri minerali e loro concentrati n.n.a.	07.29.19	07.29.19	Altri minerali di metalli non ferrosi e loro concentrati n.c.a.	07.29.1	Altri minerali di metalli non ferrosi e loro concentrati	07.29	Altri minerali di metalli non ferrosi e loro concentrati	07.2	Minerali di metalli non ferrosi	07	Minerali metalliferi	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.11.33	Marmi e travertini, greggi o sgrossati, senza forma	08.11.11	08.11.11	Marmo ed altre pietre calcaree ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.11.36	Marmi e travertini semplicemente segati in lastre o tagliati in blocchi	08.11.11	08.11.11	Marmo ed altre pietre calcaree ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.11.50	Calcari di Ecaussines e altre pietre calcaree da taglio o da costruzione con peso specifico pari o superiore a 2,5 -alabastro	08.11.11	08.11.11	Marmo ed altre pietre calcaree ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.20	Quarziti (gregge, sgrossate o semplicemente segate)	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.33	Granito e rocce simili, gregge o sgrossate, senza forma	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.36	Granito e rocce simili, semplicemente segati in lastre o tagliati in blocchi	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.50	Arenaria	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.61	Porfido (grezzo, tagliato grossolanamente o semplicemente tagliato)	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.62	Basalto (grezzo, tagliato grossolanamente o semplicemente tagliato)	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.12.69	Altre pietre monumentali o da costruzione (esclusi porfido e basalto)	08.11.12	08.11.12	Granito, arenaria ed altre pietre ornamentali o da costruzione	08.11.1	Pietre ornamentali o da costruzione	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.20.30	Pietra da gesso e anidrite (naturale o sintetica)	08.11.20	08.11.20	Calcare e pietra da gesso	08.11.2	Calcare e pietra da gesso	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.20.50	Pietre calcaree utilizzate per la produzione di calce o cemento (escl. gli inerti di calcare frantumato e le pietre calcaree naturali)	08.11.20	08.11.20	Calcare e pietra da gesso	08.11.2	Calcare e pietra da gesso	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.30.10	Creta	08.11.30	08.11.30	Creta e dolomite non calcinata	08.11.3	Creta e dolomite non calcinata	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.30.30	Dolomite non calcinata (escl. gli inerti di dolomite frantumati)	08.11.30	08.11.30	Creta e dolomite non calcinata	08.11.3	Creta e dolomite non calcinata	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.11.40.00	Ardesia, greggia, sgrossata o semplicemente segata	08.11.40	08.11.40	Ardesia	08.11.4	Ardesia	08.11	Pietre ornamentali e da costruzione, pietra per calce, pietra da gesso, creta e ardesia	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.11.50	Sabbie silicee (sabbie quarzose o sabbie industriali)	08.12.11	08.12.11	Sabbie naturali	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.11.90	Sabbie quali sabbie argillose, caoliniche e feldspatiche (escluse sabbie silicee e metallifere)	08.12.11	08.12.11	Sabbie naturali	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.12.10	Ghiaia, sassi, ciottoli e selci	08.12.12	08.12.12	Granuli, scaglie e polveri; sassi, ghiaia	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.12.35	Dolomite e pietre da calce, frantumate	08.12.12	08.12.12	Granuli, scaglie e polveri; sassi, ghiaia	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.12.40	Altre pietre frantumate, dei tipi generalmente utilizzati per calcestruzzo o per massicciate stradali, ferroviarie o altre massicciate (esclusi sassi, ghiaia, selci, ciottoli, calcare, dolomite e altre pietre da calce)	08.12.12	08.12.12	Granuli, scaglie e polveri; sassi, ghiaia	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.12.50	Granuli, scaglie e polveri di marmo	08.12.12	08.12.12	Granuli, scaglie e polveri; sassi, ghiaia	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.12.90	Granuli, scaglie e polveri di pietre (escluso il marmo)	08.12.12	08.12.12	Granuli, scaglie e polveri; sassi, ghiaia	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.13.00	Scorie miste e scarti industriali simili, anche mescolati con sassi, ghiaia, selci e ciottoli, dei tipi generalmente utilizzati per la costruzione	08.12.13	08.12.13	Scorie miste e scarti industriali simili, anche mescolati con sassi, ghiaia, selci e ciottoli, dei tipi generalmente utilizzati per la costruzione	08.12.1	Ghiaia e sabbia	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.21.40	Caolino non calcinato	08.12.21	08.12.21	Caolino ed altre argille caoliniche	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.21.60	Argille caoliniche ('ball clay', argille plastiche)	08.12.21	08.12.21	Caolino ed altre argille caoliniche	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.22.10	Bentonite	08.12.22	08.12.22	Altre argille, andalusite, cianite, sillimanite; mullite; terre di chamotte o di dinas	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.22.30	Argille refrattarie	08.12.22	08.12.22	Altre argille, andalusite, cianite, sillimanite; mullite; terre di chamotte o di dinas	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.22.55	Altre argille	08.12.22	08.12.22	Altre argille, andalusite, cianite, sillimanite; mullite; terre di chamotte o di dinas	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.22.60	Andalusite, cianite e sillimanite	08.12.22	08.12.22	Altre argille, andalusite, cianite, sillimanite; mullite; terre di chamotte o di dinas	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.22.70	Mullite	08.12.22	08.12.22	Altre argille, andalusite, cianite, sillimanite; mullite; terre di chamotte o di dinas	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.12.22.80	Terre di chamotte o di dinas	08.12.22	08.12.22	Altre argille, andalusite, cianite, sillimanite; mullite; terre di chamotte o di dinas	08.12.2	Argille e caolino	08.12	Ghiaia, sabbia, argilla e caolino	08.1	Pietra, sabbia e argilla	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.11.00	Fosfati di calcio naturali, fosfati allumino-calcici naturali e crete fosfatiche	08.91.11	08.91.11	Fosfati di calcio naturali o fosfati allumino-calcici naturali	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.12.20	Piriti di ferro non arrostite	08.91.12	08.91.12	Piriti di ferro non arrostite; zolfi greggi o non raffinati	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.12.30	Zolfi greggi o non raffinati (compreso zolfo di recupero)	08.91.12	08.91.12	Piriti di ferro non arrostite; zolfi greggi o non raffinati	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.19.10	Solfato di bario naturale (barite) e carbonato  (erite)	08.91.19	08.91.19	Altri minerali per l'industria chimica e concimi minerali	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.19.11	Borati naturali e loro concentrati (non calcinati), esclusi i borati separati da salamoia naturale; acido borico naturale contenente non più dell'85 % di H3BO3 calcolato sul peso secco	08.91.19	08.91.19	Altri minerali per l'industria chimica e concimi minerali	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.19.12	Fluorite 	08.91.19	08.91.19	Altri minerali per l'industria chimica e concimi minerali	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.19.13	Kieserite, epsomite (solfati di magnesio naturali)	08.91.19	08.91.19	Altri minerali per l'industria chimica e concimi minerali	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.91.19.19	Altre sostanze minerali n.n.a. (escluse vermiculite, perlite e cloriti, non espanse e kieserite, epsomite (solfati di magnesio naturali))	08.91.19	08.91.19	Altri minerali per l'industria chimica e concimi minerali	08.91.1	Minerali per l'industria chimica e concimi minerali	08.91	Minerali per l'industria chimica e concimi minerali	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.93.10.00	Sale (compreso il sale denaturato, ma escluso il sale per l'alimentazione umana) e cloruro di sodio puro, anche in soluzione acquosa oppure addizionato di agenti agglomeranti o di agenti che assicurano una buona fluidità	08.93.10	08.93.10	Sale e cloruro di sodio puro; acqua di mare	08.93.1	Sale e cloruro di sodio puro; acqua di mare	08.93	Sale e cloruro di sodio puro; acqua di mare	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.10.00	Bitumi ed asfalti, naturali; asfaltiti e roccie asfaltiche	08.99.10	08.99.10	Bitumi ed asfalti naturali; asfaltiti e rocce asfaltiche	08.99.1	Bitumi ed asfalti naturali; asfaltiti e rocce asfaltiche	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.21.10	Diamanti grezzi o semplicemente segati o sgrossati	08.99.21	08.99.21	Pietre preziose e semipreziose (escl. diamanti industriali), grezzi o semplicemente segati o sgrossati	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.21.20	Pietre preziose (esclusi diamanti) e semipreziose, grezze o semplicemente segate o sgrossate	08.99.21	08.99.21	Pietre preziose e semipreziose (escl. diamanti industriali), grezzi o semplicemente segati o sgrossati	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.22.10	Diamanti industriali, grezzi o semplicemente segati, sfaldati o sgrossati, ma non montati né incastonati	08.99.22	08.99.22	Diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice;  smeriglio;  corindone  naturale, granato naturale ed altri abrasivi naturali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.22.20	Pietra pomice	08.99.22	08.99.22	Diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice;  smeriglio;  corindone  naturale, granato naturale ed altri abrasivi naturali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.22.30	Smeriglio, corindone naturale, granato naturale ed altri abrasivi naturali, anche trattati termicamente	08.99.22	08.99.22	Diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice;  smeriglio;  corindone  naturale, granato naturale ed altri abrasivi naturali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
08.99.29.10	Grafite naturale	08.99.29	08.99.29	Altri minerali	08.99.2	Pietre  preziose  e  semipreziose;  diamanti  industriali,  grezzi  o  semplicemente  segati,  sfaldati  o  sgrossati;  pietra  pomice; smeriglio; corindone naturale, granato naturale ed altri abrasivi naturali; altri minerali	08.99	Altri prodotti delle miniere e delle cave n.c.a.	08.9	Prodotti delle miniere e delle cave n.c.a.	08	Altri prodotti delle miniere e delle cave	B	PRODOTTI DELLE MINIERE E DELLE CAVE
