prodcom	prodcom_descr	cpa	cpa6	cpa6_descr	cpa5	cpa5_descr	class	class_descr	group	group_descr	division	division_descr	section	section_descr
29.10.51.00	Autogru	29.10.51	29.10.51	Autogru	29.10.5	Autoveicoli speciali	29.10	Autoveicoli	29.1	Autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.10.52.00	Veicoli per impieghi su campi di neve, campi da golf, ecc.	29.10.52	29.10.52	Autoveicoli  per  spostarsi  sulla  neve,  autoveicoli  speciali  per  il  trasporto di  persone  sui  campi da  golf e  veicoli  simili,  con motore	29.10.5	Autoveicoli speciali	29.10	Autoveicoli	29.1	Autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.10.59.30	Autopompe	29.10.59	29.10.59	Autoveicoli speciali n.c.a.	29.10.5	Autoveicoli speciali	29.10	Autoveicoli	29.1	Autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.10.59.50	Autobetoniere	29.10.59	29.10.59	Autoveicoli speciali n.c.a.	29.10.5	Autoveicoli speciali	29.10	Autoveicoli	29.1	Autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.10.59.90	Altri autoveicoli speciali n.c.a.	29.10.59	29.10.59	Autoveicoli speciali n.c.a.	29.10.5	Autoveicoli speciali	29.10	Autoveicoli	29.1	Autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.10.59.91	Prototipi	29.10.59	29.10.59	Autoveicoli speciali n.c.a.	29.10.5	Autoveicoli speciali	29.10	Autoveicoli	29.1	Autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.30	Carrozzerie per gli autoveicoli per il trasporto di meno di 10 persone (autovetture, campers e motorcaravans, autoveicoli speciali per il trasporto di persone sui campi da golf, autoveicoli speciali per il trasporto di persone sulla neve,  auto da corsa)	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.40	Carrozzerie per prototipi	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.51	Carrozzerie per trattori merci	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.52	Carrozzerie per autobus urbani	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.53	Carrozzerie per autobus di linea	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.54	Carrozzerie per autobus gran turismo	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.55	Carrozzerie per autobus microbus	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.56	Carrozzerie per autobus scuolabus	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.57	Carrozzerie per trasporti generici: furgoni	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.58	Carrozzerie per trasporti generici: cassoni	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.59	Carrozzerie per trasporti generici: cabine	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.60	Carrozzerie per trasporti specifici: autocisterne	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.61	Carrozzerie per trasporti specifici: trasporti in regime termico	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.62	Carrozzerie per usi speciali: ribaltabili	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.63	Carrozzerie per usi speciali: autobetoniere	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.64	Carrozzerie per usi speciali: nettezza urbana	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.65	Carrozzerie per usi speciali: antincendio	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.66	Carrozzerie per usi speciali: pubblicitari, automarkets, ecc.	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.10.67	Carrozzerie per usi speciali: ambulanze e installazioni sanitarie	29.20.10	29.20.10	Carrozzerie per autoveicoli	29.20.1	Carrozzerie per autoveicoli	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.21.00	Casse mobili e contenitori, compresi quelli uso cisterna e quelli uso serbatoio	29.20.21	29.20.21	Container appositamente costruiti per uno o più modi di trasporto	29.20.2	Rimorchi e semirimorchi; container	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.22.92	Rimorchi e semirimorchi tipo roulotte, ad uso abitazione o per campeggio, non pieghevoli, di peso inferiore o uguale a 1 600 kg	29.20.22	29.20.22	Rimorchi e semirimorchi tipo roulotte, ad uso abitazione o per campeggio	29.20.2	Rimorchi e semirimorchi; container	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.22.98	Rimorchi e semirimorchi tipo roulotte, ad uso abitazione o per campeggio, non pieghevoli, di peso superiore a 1 600 kg	29.20.22	29.20.22	Rimorchi e semirimorchi tipo roulotte, ad uso abitazione o per campeggio	29.20.2	Rimorchi e semirimorchi; container	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.23.00	Altri rimorchi e semirimorchi n.c.a.	29.20.23	29.20.23	Altri rimorchi e semirimorchi	29.20.2	Rimorchi e semirimorchi; container	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.30.30	Parti di rimorchi e semirimorchi, autotelai	29.20.30	29.20.30	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20.3	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.30.50	Parti di rimorchi e semirimorchi, carrozzerie	29.20.30	29.20.30	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20.3	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.30.70	Parti di rimorchi e semirimorchi, assi	29.20.30	29.20.30	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20.3	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.20.30.90	Altre parti di rimorchi e semirimorchi	29.20.30	29.20.30	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20.3	Parti di rimorchi, semirimorchi ed altri veicoli, a propulsione non meccanica	29.20	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29.2	Carrozzerie per autoveicoli; rimorchi e semirimorchi	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.10.00	Fasci di cavi per trasmissione di energia	29.31.10	29.31.10	Serie di fili per candele di accensione ed altre serie di fili dei tipi utilizzati nei mezzi di trasporto	29.31.1	Serie di fili per candele di accensione ed altre serie di fili dei tipi utilizzati nei mezzi di trasporto	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.21.30	Candele di accensione	29.31.21	29.31.21	Candele di accensione; magneti; dinamo-magneti; volano-magneti; distributori; bobine di accensione	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.21.50	Magneti; dinamo-magneti, volano-magneti	29.31.21	29.31.21	Candele di accensione; magneti; dinamo-magneti; volano-magneti; distributori; bobine di accensione	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.21.70	Distributori; bobine di accensione	29.31.21	29.31.21	Candele di accensione; magneti; dinamo-magneti; volano-magneti; distributori; bobine di accensione	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.22.30	Avviatori, anche funzionanti come generatori	29.31.22	29.31.22	Avviatori, anche funzionanti come generatori; altri generatori ed altri apparecchi e dispositivi	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.22.50	Generatori, n.c.a., per motori a combustione interna	29.31.22	29.31.22	Avviatori, anche funzionanti come generatori; altri generatori ed altri apparecchi e dispositivi	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.22.70	Apparecchi e dispositivi, n.c.a., per motori a combustione interna	29.31.22	29.31.22	Avviatori, anche funzionanti come generatori; altri generatori ed altri apparecchi e dispositivi	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.23.10	Apparecchi di illuminazione e di segnalazione visiva per biciclette	29.31.23	29.31.23	Apparecchi  elettrici  di  segnalazione,  tergicristalli,  sbrinatori  e  dispositivi  antiappannanti  elettrici  per  autoveicoli  e  moto­ cicli	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.23.30	Apparecchi elettrici di avvertimento per la protezione contro il furto o l'incendio, per automobili	29.31.23	29.31.23	Apparecchi  elettrici  di  segnalazione,  tergicristalli,  sbrinatori  e  dispositivi  antiappannanti  elettrici  per  autoveicoli  e  moto­ cicli	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.23.50	Apparecchi di segnalazione acustica per motocicli e autoveicoli (biciclette escluse)	29.31.23	29.31.23	Apparecchi  elettrici  di  segnalazione,  tergicristalli,  sbrinatori  e  dispositivi  antiappannanti  elettrici  per  autoveicoli  e  moto­ cicli	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.23.70	Tergicristalli, sbrinatori e dispositivi antiappannanti per velocipedi, motocicli o autoveicoli	29.31.23	29.31.23	Apparecchi  elettrici  di  segnalazione,  tergicristalli,  sbrinatori  e  dispositivi  antiappannanti  elettrici  per  autoveicoli  e  moto­ cicli	29.31.2	Altri apparecchi elettrici per autoveicoli e loro parti	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.30.30	Parti degli apparecchi e dispositivi elettrici di accensione o di avviamento per motori con accensione a scintilla o per compressione	29.31.30	29.31.30	Parti di altri apparecchi elettrici per autoveicoli e motocicli	29.31.3	Parti di altri apparecchi elettrici per autoveicoli e motocicli	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.31.30.80	Parti degli apparecchi e dispositivi elettrici di illuminazione o di segnalazione per autoveicoli per biciclette ed altri velocipedi	29.31.30	29.31.30	Parti di altri apparecchi elettrici per autoveicoli e motocicli	29.31.3	Parti di altri apparecchi elettrici per autoveicoli e motocicli	29.31	Attrezzature elettriche ed elettroniche per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.10.00	Sedili per autoveicoli	29.32.10	29.32.10	Sedili dei tipi utilizzati per autoveicoli	29.32.1	Sedili dei tipi utilizzati per autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.20.30	Cinture di sicurezza	29.32.20	29.32.20	Cinture di sicurezza, airbag e parti ed accessori di carrozzerie	29.32.2	Cinture di sicurezza, airbag e parti ed accessori di carrozzerie	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.20.50	Airbag con sistema di gonfiaggio e loro parti	29.32.20	29.32.20	Cinture di sicurezza, airbag e parti ed accessori di carrozzerie	29.32.2	Cinture di sicurezza, airbag e parti ed accessori di carrozzerie	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.20.90	Altre parti ed accessori di carrozzerie di automobili, comprese le cabine e i finestrini	29.32.20	29.32.20	Cinture di sicurezza, airbag e parti ed accessori di carrozzerie	29.32.2	Cinture di sicurezza, airbag e parti ed accessori di carrozzerie	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.10	Paraurti e loro parti (incl. paraurti di plastica)	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.20	Freni e servofreni e loro parti (escluse le  guarnizioni non montate)	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.33	Cambi di velocità e loro parti	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.36	Ponti con differenziale, anche dotati di altri organi di trasmissione, assi portanti e loro parti	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.40	Ruote, loro parti ed accessori	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.50	Sistemi di sospensione e loro parti (compresi gli ammortizzatori di sospensione)	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.61	Radiatori e loro parti per trattori, autoveicoli da turismo, autoveicoli per il trasporto di merci, gru-automobili, autopompe antincendio, autocarri betoniere, auto-spazzatrici, autoveicoli spanditori, autocarri-officina, autovetture radiologiche	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.63	Silenziatori e tubi di scappamento; loro parti	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.65	Frizioni e loro parti	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.67	Volanti, piantoni, scatole dello sterzo e loro parti	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
29.32.30.90	Altri parti ed accessori degli autoveicoli e trattori	29.32.30	29.32.30	Parti ed accessori n.c.a. di autoveicoli	29.32.3	Parti ed accessori n.c.a. di autoveicoli	29.32	Altre parti ed accessori per autoveicoli	29.3	Parti ed accessori per autoveicoli	29	Autoveicoli, rimorchi e semirimorchi	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.21.30	Navi da crociera	30.11.21	30.11.21	Piroscafi, navi da crociera e navi simili adibiti al trasporto di persone; navi traghetto	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.21.50	Navi traghetto	30.11.21	30.11.21	Piroscafi, navi da crociera e navi simili adibiti al trasporto di persone; navi traghetto	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.22.10	Petroliere	30.11.22	30.11.22	Navi cisterna per il trasporto di petrolio greggio, prodotti petroliferi, sostanze chimiche, gas liquefatti	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.22.30	Navi cisterna per il trasporto di prodotti petroliferi	30.11.22	30.11.22	Navi cisterna per il trasporto di petrolio greggio, prodotti petroliferi, sostanze chimiche, gas liquefatti	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.22.50	Navi cisterna per il trasporto di sostanze chimiche	30.11.22	30.11.22	Navi cisterna per il trasporto di petrolio greggio, prodotti petroliferi, sostanze chimiche, gas liquefatti	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.22.70	Navi cisterna per il trasporto di gas	30.11.22	30.11.22	Navi cisterna per il trasporto di petrolio greggio, prodotti petroliferi, sostanze chimiche, gas liquefatti	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.23.00	Navi frigorifere, escluse le navi cisterna	30.11.23	30.11.23	Navi frigorifere (escluse navi cisterna)	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.24.10	Navi portarinfuse	30.11.24	30.11.24	Navi da carico secco	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
30.11.24.30	Navi per il trasporto di merci varie	30.11.24	30.11.24	Navi da carico secco	30.11.2	Navi e natanti simili per  trasporto passeggeri o merci	30.11	Navi e strutture galleggianti	30.1	Navi e imbarcazioni	30	Altri mezzi di trasporto	C	PRODOTTI TRASFORMATI E MANUFATTI
